text,type
"Yellow Warning of Fog for London &amp; South East England
https://t.co/GgJV1PEiQa",y
"Yellow Warning of Fog for London &amp; South East England
https://t.co/gGSd4PA22I",y
"Yellow Warning of Fog for London &amp; South East England
https://t.co/cxaGUp7q0H",y
"Yellow Warning of Fog for London &amp; South East England
https://t.co/F1YzGjEIr9",y
"Yellow Warning of Fog for London &amp; South East England
https://t.co/62569e28vU",y
"Yellow Warning of Fog for London &amp; South East England
https://t.co/dvErF9Uwts",y
"Yellow Warning of Fog for London &amp; South East England
https://t.co/K2EcMSJjAL",y
"Yellow Warning of Fog for London &amp; South East England
https://t.co/845HqFPVK2",y
#Weather Yellow Warning of Fog for London &amp; South East England https://t.co/RLqTYTbhs4 #SMAXOC,y
Yellow Warning of Fog for London &amp; South East England https://t.co/EOWvPJrNZm,y
Met Office: Yellow Warning of Fog for London &amp;amp; South East England https://t.co/FDcdDuAI9x,y
The current weather in #London this afternoon: Partly Cloudy. The temperature is 10°C with a 11km/h wind from the West.,y
a rare warm sunny Sunday in the beautiful mid-winter London but I'm stuck in the lab of course I kinda did sign up for this anyway,y
Sunny day of London😍🇬🇧 (with Febry and Dokter at Wembley Stadium) [pic] — https://t.co/1fVxxoWtsT,y
Lovely stroll in one of london's best parks! #trees #sunshine #LoveLondon https://t.co/jZzIn3qY4e,y
"Sunny and bright over here in London.  👍😁☀✌🇬🇧

Meanwhile, snow falls over in Green Bay...  👍😁❄🏉🇺🇸… https://t.co/isn7aElLoI",y
10am: Light Snow -5.7C - Feels: -12C - Wind: ESE 19km/h - Bar: 102.7 kPa v - Hum: 90% #London #Weather,y
The temperature is 9C and currently/forecast light rain in #London @ Mon 17:40:01GMT,y
"It might be wet and cold in London, but it feels quite magical too #shard https://t.co/QkE3zkuYiP",y
Stuck in Dubai cause of the fog. Most khwaar I've ever been. Dil chah raha hai wapis London jaun,y
12pm: Mostly Cloudy -0.8C - Feels: -8C - Wind: W 32km/h Gusts to 44km/h - Bar: 101.1 kPa ^ - Hum: 80% #London #Weather,y
1pm: Mostly Cloudy -1.1C - Feels: -7C - Wind: W 26km/h Gusts to 49km/h - Bar: 101.2 kPa ^ - Hum: 79% #London #Weather,y
#london #winter #work #peaktime #night #fog #mist #cloud #theshard #skyscraper #tall #building… https://t.co/TWPLLhUlu4,y
Could do with some of our wild mushroom pie on this cold London night. Recipe from last week's @ESMagOfficial. https://t.co/HsFJI1rIFz,y
The Shard looking torch-like in London's cloudy winter gloom. At least I won't lose my way to… https://t.co/NcIsiv9TQC,y
London's so mild compared to #Burgundy this weekend (note to self: must watch Fantasia soon) 🍁… https://t.co/4rAnSPG3b9,y
Cloudy day in London #london #londonbigben #bigben @ Big Ben https://t.co/sOU8n7daK0,y
|| BABY ITS COLD OUTSIDE || oh well actually the weather here in London is quite mild but wet… https://t.co/uYYy7LMzbG,y
"It is freezing!!!!! Travelling to London Town and I'm so cold, even though I've got 2 coats and a scarf on! #goingsoft ❄️❄️",y
"How I wish this was still my view today, back in a cold, damp #london still it is a little… https://t.co/fUgBHWlnAK https://t.co/AgWb9nnz8x",y
Still smiling through this cold! Brrrrrr ❄️ @superdry #london #model #superdry #cold #winter… https://t.co/bgmGoUiA2O,y
You should be used to the cold being in Emmerdale. https://t.co/1Wok7TgcGg,y
2pm: Cloudy -1.7C - Feels: -8C - Wind: W 23km/h Gusts to 39km/h - Bar: 101.3 kPa ^ - Hum: 79% #London #Weather,y
View the full forecast of Tomorrow’s Weather For London: AM Light Rain here - https://t.co/um1JKwxxEa #LondonWeather,y
#London Dec 12 18:50 Temperature 11C cloudy Wind S 15 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d,y
"Sunny day, happy day
#ootd #suede #fashion #moda #pinmorellasworld @ Chelsea, London https://t.co/Hpy9uVUbX6",y
Yes last weekend in London amazing apartment on the 25th floor overlooking the Thames bloody cold though https://t.co/xLWuEeoaLL,y
London so damn cold!,y
This synoptic chart brought a record warm (15.2C) #Christmas day to east #London last year. https://t.co/lslmyN4dQZ https://t.co/tk9TRB3zKR,y
#London Dec 12 19:20 Temperature 11C cloudy Wind SW 19 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d,y
"Ok, back to cold London for now.
Trying a Juan Lopez No1 which stands in the shadow of the No2 - surprised how... https://t.co/88sHKZZ5jp",y
#London #viewfromTateModern #StPauls #misty #grey #watercolours #urbansketchers #isacarmona… https://t.co/duK63hGvRE,y
"View over London from the London Eye.  Even on a cloudy day, it's a stunning sight.
.
.
.
… https://t.co/FiRBLWZnrM https://t.co/4Nfp38TfsX",y
Tomorrow's London weather: AM Light Rain with a high of 13C (56F) and a low of 9C (48F),y
3pm: Light Snow -2.2C - Feels: -9C - Wind: W 28km/h Gusts to 38km/h - Bar: 101.3 kPa ^ - Hum: 80% #London #Weather,y
#London Dec 12 19:50 Temperature 11C cloudy Wind SW 17 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d,y
Red. #red #London #winter #cold https://t.co/y8Enr07jpS,y
The temperature is 9C and currently/forecast mist in #London @ Mon 20:35:01GMT,y
@AuthorLMurphy +14 in London (too warm),y
When it's cold and dark in london and the gym is just too far away and you can can snack right after finishing the… https://t.co/Rtrs6cfPuP,y
Look at the engines on that!!! #a380 Goodbye London! Enjoy the cold and rain... Sydney here I… https://t.co/M9l6HVUwfI,y
Are you shitting me? It's shitting #raining and the temperature is shitting 8°C. https://t.co/rcT4SBAWX6 #shittingweather #london,y
"TOO COLD 😩❄️ @ London, United Kingdom https://t.co/PulT2cdLc9",y
The current weather in #London this morning: Mostly Cloudy. The current temperature is 9°C with a 6km/h wind from the South.,y
"Nice, way too nice image of Finland. We also have wet cold misery, crippling temperatures down to -30C and never en… https://t.co/BaOEBbxOOb",y
4am: Cloudy -3.8C - Feels: -10C - Wind: SW 21km/h - Bar: 101.9 kPa v - Hum: 77% #London #Weather,y
@VengerHPC @FollowingFX @BlandUnsight @NeverwhereHPC There's a cold wind blowing out from Prime Central London for sure.,y
@wxcharts was a suggestion on my forecast that any cold this winter will be from south-east #battleground https://t.co/ip1AG86ApC,y
@domisatwit @ChrisMoyles currently raining in North London. #accurateweather,y
Back to London - who stole the sunshine? And the public transport system?!,y
"#London Dec 13 08:50 Temperature 9C cloudy, Haze Wind SE 9 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d",y
Grey sky and neon. Matches my soul #London #workworkwork https://t.co/Dv2abjqL9H https://t.co/YiFQ31Mf2i,y
What a nice summery warm day in London today 😭😭😭,y
The colour of #London weather today: murky mist with an over abundance of grey. #Thames https://t.co/BZgBigiOTQ,y
@WMW_Florida morning Florida - great to meet you. Send us some sunshine ... Its a grey day here in London @WMW_Florida #equality,y
"@katrinamilosevi I'm heading to London today, lovey. It's wet and grim. Bring some sunshine over!",y
Greenford looking a bit muggy this morning. Damp and cold 😟 #London https://t.co/DfOMdX3nGA,y
I forgot how warm London is and now I'm standing at the side of Debenhams waiting for my sodden shirt to dry out.,y
"#London Dec 13 09:20 Temperature 10C overcast, Haze Wind SE 11 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d",y
"@Berym Meanwhile, it's 9.30am in London and the sky is so grey that it looks like it's nighttime already 😩",y
"@Mary_UB7 @walidalhadad203 @moriya19631 A telephone call from London, ""It's raining!"" https://t.co/R2XIS47Kb2",y
"The london is cold in us but we hav Bae and we can warm.
That @DENRELE_EDUN is famzing me but I am a big girl and no have time for smal girl",y
"@Mary_UB7 @walidalhadad203 @moriya19631 A telephone call from London,..""It's snowing!""",y
Off to Newcastle! #LifeAtUbi #Ubisoft #London #Newcastle #fog #windfarm https://t.co/3Vc9qrodpu,y
5am: Cloudy -4.7C - Feels: -11C - Wind: WSW 20km/h Gusts to 33km/h - Bar: 101.8 kPa v - Hum: 79% #London #Weather,y
"32 here and I'm not looking forward to going back to cold London either - tomorrow!
@Sukyspook https://t.co/VYnnvoBCyh",y
Even tho I'm not a fan of cold weather I really love London!!! ❤️🇬🇧 I can't wait to be back next year!,y
6am: Partly Cloudy -6.3C - Feels: -11C - Wind: WSW 9km/h - Bar: 101.8 kPa v - Hum: 85% #London #Weather,y
#London Dec 13 10:50 Temperature 11C light rain Wind S 13 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d,y
Wonderful #Christmas with Heavy #snow . A strong storm is hitting #Lebanon &amp; lasting 2 days.#Beirut #London #USA… https://t.co/BCn6gEupQX,y
Raining up in that London innit. 🙄,y
Sunrise in london this morning was just stunning #london #fog… https://t.co/70ifCXf8Fn,y
Should've bought that Gryffindor Quidditch sweater in London. I'm so cold and that sweater looked so warm and comfy,y
@BlairSilver it's raining in London 😞,y
Steff London is cold wow,y
"London: December 13, 2016 at 06:39AM - Light Rain with a high temperature of 11. #Weather #UK",y
"Cold, tired, alone and jet lagged. Me first impressions of London were simply miserable... that is untill I saw... https://t.co/76tS6UaOwv",y
@HuffPostUK @EveningStandard  @Metropixdesk @SunPictureDesk @DailyMailUK @elliotwagland  Cloudy day in London… https://t.co/MWrkR3XMvC,y
London Weather: Cloudy and Overcast  @AlamyNews @EveningStandard @Metropixdesk @guardiannews @TimeOutLondon… https://t.co/xTzoW9tXlt,y
Some style in the London drizzle https://t.co/TkHTbKGSCh,y
"current weather in London: mist, 11°C
93% humidity, wind 2kmh, pressure 1020mb",y
The forecast for London for the rest of today: Light Rain; high 13C (56F) / low 8C (46F). Wind Southwest 6mph (10kmph),y
The current weather in #London today: Cloudy. The current temperature is 12°C with a 10km/h wind from the Southwest.,y
"@AsshaMfc In London, it's been a bit odd so far.  A couple of freezing nights, but mostly surprisingly mild weather, and even sunshine! ⛅️",y
"My feet are cold &amp; East London is grey today, but is it always? 🤔",y
7am: Mostly Cloudy -7.1C - Feels: -14C - Wind: SW 17km/h - Bar: 101.8 kPa v - Hum: 88% #London #Weather,y
it's raining which sucks bc I'm going to london BUT it does mean I can finally break out the morms umbrella 🌂🌂,y
Why ain't nobody gonna warn me bout this London type fog? — feeling silly,y
#London Dec 13 11:50 Temperature 12C cloudy Wind S 15 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d,y
Errrr no East London is not always grey thanks... rich coming from the depressing weather of 0121 #E3 https://t.co/7JW0ko2aGs,y
The temperature is 11C and currently/forecast mist in #London @ Tue 12:20:02GMT,y
#London Dec 13 12:20 Temperature 13C cloudy Wind S 13 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d,y
#flying to #cork in the #fog and #drizzle @ London Stansted Airport https://t.co/mmENmQdAsx,y
@DaniJadeLeatham nothing worse than walking around in London when it's packed and cold. I think everyone hates it 😂 X,y
"@SotoWendy84 I'm doing fine babes it's also cold in London too no snow yet , but we might get some. Give my love to you family 😘😘😘💕",y
8am: Mostly Cloudy -6.4C - Feels: -14C - Wind: SW 21km/h - Bar: 101.9 kPa v - Hum: 87% #London #Weather,y
The temperature is 11C and currently/forecast haze in #London @ Tue 13:10:02GMT,y
complete with obligatory uk december drizzle @eye_on_CBs https://t.co/FqkC4GeEzh,y
8am: Mostly Cloudy -6.5C - Feels: -13C - Wind: SW 20km/h Gusts to 31km/h - Bar: 101.9 kPa ^ - Hum: 88% #London #Weather,y
London: Today started dull with light rain. It has now brightened up and raised our spirits. Going to Brackendale Tennis Club this evening.,y
"The pale, grudging sunshine of London in December, a light wan yet intimate.—Anthony Powell, The Soldier's Art",y
#puccaso #flying to #cork in the #fog and #drizzle (at London Stansted... https://t.co/b1Pa0Xwhz8,y
@Bengoa_Marta I hope you get warm weather... and if you ever pass through London do let the trade policy community (@SamuelMarcLowe) know,y
8am: Mostly Cloudy -6.5C - Feels: -14C - Wind: WSW 26km/h - Bar: 101.9 kPa v - Hum: 88% #London #Weather,y
#London Dec 13 13:20 Temperature 13C cloudy Wind S 15 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d,y
@esto_es_anfield Thank you and kind regards from a sunny London afternoon. Have a lovely day and enjoy the rest of the season.,y
"Chicago trends now: Russia, London in 2017, Dense Fog Advisory, LHHNY and RHOA. https://t.co/utiQ1eFOXQ",y
"@Stieglbrauerei Grey London, but I found the sunshine! https://t.co/CEsjbhX3Km",y
"@WEARMeg @weartv yeah, london just called. they'd like their fog back.....",y
What's the deal with London in 2017? Do you fog me? Am I a lieu? Am I an actual calendar? Just what am I?,y
"My job for 4 years 1977-81. Ok in the summer, bloody cold in the winter...... https://t.co/CIl4nkLtOQ",y
9am: Mostly Cloudy -6.6C - Feels: -15C - Wind: SW 28km/h - Bar: 101.9 kPa v - Hum: 86% #London #Weather,y
@djfindus Dallas is covered in a thick layer of fog at the moment. Looks like old pictures I've seen of Victorian London. (Except modern.),y
And looking forward to temperatures not so cold too! https://t.co/uN2NS2N7G3,y
"View south down Tower Bridge Road in the low sunshine 

#London #towerbridge #England @ London,… https://t.co/S3ZZZaFJ9r",y
@Dr_Rowmix Thank you so much for these kind words. Sending you lots of of love from cold London. Kisses,y
"London: December 13, 2016 at 09:19AM - Light Rain with a high temperature of 13. #Weather #UK",y
London skyline looking like we're not close enough for it load. #fog,y
More Snow Chances for New London and Severe Cold in the Forecast https://t.co/iNNFr4CWFg,y
"#London Dec 13 14:20 Temperature 13C cloudy, Haze Wind S 15 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d",y
"London grey, warm and drizzly, the stereo at the @CampusLondon cafe playing Bowie, feeling reflective. #2016",y
"Someone in the outside London world near Kings X, is it raining? I can see outside and it looks wet and gloomy but it has all day.",y
I literally forgot how cold London weather is mann kmtt,y
"Stuck in another rainy traffic jam in London. But i 've got the best seat in the bus, it's warm, and I'm listening… https://t.co/qZH6lZX2uW",y
"There's so many pigeons in London! Today the sky is grey, the streets are grey, the trees look… https://t.co/ggJXhwklSm",y
The current weather in #London this afternoon: Cloudy. The temperature is 13°C with a 13km/h wind from the Southwest.,y
The temperature is 12C and currently/forecast light intensity drizzle rain in #London @ Tue 15:05:02GMT,y
#London Dec 13 14:50 Temperature 13C cloudy Wind S 13 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d,y
@travel_jems Oh wow! That sounds great! I'm currently trying to stay warm in London so will be living vicariously through your sunny photos!,y
"Fog in the Southern Rail channel, London isolated!",y
#Goodmorning from sunny #London ☀️ It's studio day 😈 #JimmySion #newsong #newmusic #newsingle #recording… https://t.co/EufptddDAh,y
"Back in London for one week update: it's still cold ☃️
📷 Pinterest @ London, United Kingdom https://t.co/z72v0wFdM9",y
Kids in London probably think the sky is grey until they go to other places,y
London wasn't that cold as I thought. https://t.co/QLwnfhtUqo,y
@clif_high  some fog expected here this weekend in London.,y
Caught today's last rays of London sunshine @ Victoria Tower Gardens https://t.co/7x3k9PGDOR,y
@ianpertwee I get enough snow and cold in London to make old wounds act up. Don't want to deal with it in the tree.,y
#London Dec 13 15:20 Temperature 13C cloudy Wind S 13 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d,y
London weather so cold,y
"Even on a cold, wet, disappointing day in December... London is beautiful!
#LoveLondon https://t.co/YHOoT46G7j",y
"@judah47 We have to keep remembering it is still only mid December! But werid warm in London, 56F! Give that PV a push.",y
#London weather now: Cloudy and 13 C. For tomorrow's weather: https://t.co/0csCbPZQXv . Goodnight and good evening from D &amp; A Binder!,y
"current weather in London: light intensity drizzle, 12°C
93% humidity, wind 4kmh, pressure 1019mb",y
"Cloudy in London at sunset, December 13, 2016 at 03:51PM.",y
@debrabrown_ Then I'm back to (London) rain/fog tomorrow . No biscuits or wine here - trying to lose a few lbs before Xmas!,y
#London Dec 13 15:50 Temperature 13C cloudy Wind S 11 km/h  Humidity 95% weather UK .. https://t.co/8Efr4sIg5d,y
